Seed,Learned tight sets,Total tight sets,Fraction of tight sets seen
1234,5,83,0.060240963855421686
1234,4,80,0.05
1234,4,80,0.05
1234,4,87,0.04597701149425287
1234,4,79,0.05063291139240506
1234,4,82,0.04878048780487805
1234,5,83,0.060240963855421686
1234,5,83,0.060240963855421686
1234,4,77,0.05194805194805195
1234,6,82,0.07317073170731707
1234,4,78,0.05128205128205128
1234,4,80,0.05
1234,5,84,0.05952380952380952
1234,5,83,0.060240963855421686
1234,4,82,0.04878048780487805
1234,6,85,0.07058823529411765
1234,5,80,0.0625
1234,5,80,0.0625
1234,5,84,0.05952380952380952
1234,5,81,0.06172839506172839
1234,4,82,0.04878048780487805
1234,5,83,0.060240963855421686
1234,4,83,0.04819277108433735
1234,4,84,0.047619047619047616
1234,4,83,0.04819277108433735
1234,4,82,0.04878048780487805
1234,5,82,0.06097560975609756
1234,4,82,0.04878048780487805
1234,4,82,0.04878048780487805
1234,4,82,0.04878048780487805
1234,4,80,0.05
1234,4,84,0.047619047619047616
1234,4,79,0.05063291139240506
1234,4,85,0.047058823529411764
1234,5,83,0.060240963855421686
1234,5,81,0.06172839506172839
1234,5,82,0.06097560975609756
1234,5,85,0.058823529411764705
1234,5,83,0.060240963855421686
1234,5,83,0.060240963855421686
1234,7,85,0.08235294117647059
1234,5,84,0.05952380952380952
1234,4,84,0.047619047619047616
1234,4,81,0.04938271604938271
1234,4,81,0.04938271604938271
1234,4,82,0.04878048780487805
1234,5,82,0.06097560975609756
1234,4,82,0.04878048780487805
1234,4,82,0.04878048780487805
1234,4,80,0.05
1234,4,86,0.046511627906976744
1234,4,79,0.05063291139240506
1234,5,80,0.0625
1234,4,83,0.04819277108433735
1234,4,85,0.047058823529411764
1234,5,82,0.06097560975609756
1234,4,80,0.05
1234,4,79,0.05063291139240506
1234,5,81,0.06172839506172839
1234,5,80,0.0625
1234,5,79,0.06329113924050633
1234,7,81,0.08641975308641975
1234,5,84,0.05952380952380952
1234,4,82,0.04878048780487805
1234,6,81,0.07407407407407407
1234,4,82,0.04878048780487805
1234,4,83,0.04819277108433735
1234,4,83,0.04819277108433735
1234,4,83,0.04819277108433735
1234,4,82,0.04878048780487805
1234,5,82,0.06097560975609756
1234,5,82,0.06097560975609756
1234,4,83,0.04819277108433735
1234,6,80,0.075
1234,4,80,0.05
1234,5,83,0.060240963855421686
1234,4,83,0.04819277108433735
1234,4,79,0.05063291139240506
1234,5,82,0.06097560975609756
1234,4,80,0.05
1234,5,84,0.05952380952380952
1234,5,83,0.060240963855421686
1234,5,80,0.0625
1234,4,80,0.05
1234,4,86,0.046511627906976744
1234,4,80,0.05
1234,5,83,0.060240963855421686
1234,4,82,0.04878048780487805
1234,5,87,0.05747126436781609
1234,5,82,0.06097560975609756
1234,5,79,0.06329113924050633
1234,4,84,0.047619047619047616
1234,5,82,0.06097560975609756
1234,4,83,0.04819277108433735
1234,5,82,0.06097560975609756
1234,5,81,0.06172839506172839
1234,5,81,0.06172839506172839
1234,7,80,0.0875
1234,5,83,0.060240963855421686
1234,5,82,0.06097560975609756
1234,4,85,0.047058823529411764
1234,4,81,0.04938271604938271
1234,6,83,0.07228915662650602
1234,4,82,0.04878048780487805
1234,8,83,0.0963855421686747
1234,5,82,0.06097560975609756
1234,5,81,0.06172839506172839
1234,5,81,0.06172839506172839
1234,4,83,0.04819277108433735
1234,4,80,0.05
1234,5,82,0.06097560975609756
1234,4,79,0.05063291139240506
1234,5,83,0.060240963855421686
1234,4,80,0.05
1234,6,79,0.0759493670886076
1234,4,80,0.05
1234,4,81,0.04938271604938271
1234,4,81,0.04938271604938271
1234,5,79,0.06329113924050633
1234,4,82,0.04878048780487805
1234,4,82,0.04878048780487805
1234,4,85,0.047058823529411764
1234,5,83,0.060240963855421686
1234,5,84,0.05952380952380952
1234,4,85,0.047058823529411764
1234,5,80,0.0625
1234,5,82,0.06097560975609756
1234,4,82,0.04878048780487805
1234,5,83,0.060240963855421686
1234,4,85,0.047058823529411764
1234,5,80,0.0625
1234,4,83,0.04819277108433735
1234,4,80,0.05
1234,7,78,0.08974358974358974
1234,5,81,0.06172839506172839
1234,5,84,0.05952380952380952
1234,4,81,0.04938271604938271
1234,8,84,0.09523809523809523
1234,5,82,0.06097560975609756
1234,5,82,0.06097560975609756
1234,5,82,0.06097560975609756
1234,5,81,0.06172839506172839
1234,6,82,0.07317073170731707
1234,4,81,0.04938271604938271
1234,5,80,0.0625
1234,4,82,0.04878048780487805
1234,4,82,0.04878048780487805
1234,4,85,0.047058823529411764
1234,4,85,0.047058823529411764
1234,4,82,0.04878048780487805
1234,6,84,0.07142857142857142
1234,5,81,0.06172839506172839
1234,5,83,0.060240963855421686
1234,4,81,0.04938271604938271
1234,6,82,0.07317073170731707
1234,5,81,0.06172839506172839
1234,6,83,0.07228915662650602
1234,4,82,0.04878048780487805
1234,5,86,0.05813953488372093
1234,5,81,0.06172839506172839
1234,4,83,0.04819277108433735
1234,5,81,0.06172839506172839
1234,5,83,0.060240963855421686
1234,5,82,0.06097560975609756
1234,6,84,0.07142857142857142
1234,5,80,0.0625
1234,7,81,0.08641975308641975
1234,5,83,0.060240963855421686
1234,5,81,0.06172839506172839
1234,5,81,0.06172839506172839
1234,5,81,0.06172839506172839
1234,6,85,0.07058823529411765
1234,5,81,0.06172839506172839
1234,5,84,0.05952380952380952
1234,5,83,0.060240963855421686
1234,5,82,0.06097560975609756
1234,7,81,0.08641975308641975
1234,6,83,0.07228915662650602
1234,6,83,0.07228915662650602
1234,4,82,0.04878048780487805
1234,4,86,0.046511627906976744
1234,5,82,0.06097560975609756
1234,6,81,0.07407407407407407
1234,5,83,0.060240963855421686
1234,4,82,0.04878048780487805
1234,5,79,0.06329113924050633
1234,4,82,0.04878048780487805
1234,5,80,0.0625
1234,5,79,0.06329113924050633
1234,5,82,0.06097560975609756
1234,4,82,0.04878048780487805
1234,5,80,0.0625
1234,6,79,0.0759493670886076
1234,5,82,0.06097560975609756
1234,5,80,0.0625
1234,4,79,0.05063291139240506
1234,4,84,0.047619047619047616
1234,4,82,0.04878048780487805
1234,5,81,0.06172839506172839
1234,4,84,0.047619047619047616
1234,5,85,0.058823529411764705
1234,5,81,0.06172839506172839
1234,5,82,0.06097560975609756
1234,5,82,0.06097560975609756
1234,5,85,0.058823529411764705
1234,5,83,0.060240963855421686
1234,5,84,0.05952380952380952
1234,5,84,0.05952380952380952
1234,5,79,0.06329113924050633
1234,4,83,0.04819277108433735
1234,4,83,0.04819277108433735
1234,5,83,0.060240963855421686
1234,5,84,0.05952380952380952
1234,5,81,0.06172839506172839
1234,5,79,0.06329113924050633
1234,5,80,0.0625
1234,4,81,0.04938271604938271
1234,5,84,0.05952380952380952
1234,4,80,0.05
1234,4,83,0.04819277108433735
1234,5,81,0.06172839506172839
1234,4,83,0.04819277108433735
1234,5,84,0.05952380952380952
1234,4,87,0.04597701149425287
1234,5,82,0.06097560975609756
1234,4,82,0.04878048780487805
1234,6,81,0.07407407407407407
1234,5,79,0.06329113924050633
1234,4,81,0.04938271604938271
1234,4,84,0.047619047619047616
1234,4,85,0.047058823529411764
1234,4,79,0.05063291139240506
1234,5,85,0.058823529411764705
1234,5,80,0.0625
1234,4,81,0.04938271604938271
1234,4,84,0.047619047619047616
1234,5,83,0.060240963855421686
1234,5,81,0.06172839506172839
1234,4,85,0.047058823529411764
1234,5,81,0.06172839506172839
1234,5,78,0.0641025641025641
1234,5,82,0.06097560975609756
1234,6,82,0.07317073170731707
1234,5,83,0.060240963855421686
1234,4,82,0.04878048780487805
1234,5,82,0.06097560975609756
1234,5,82,0.06097560975609756
1234,5,84,0.05952380952380952
1234,5,83,0.060240963855421686
1234,5,80,0.0625
1234,4,79,0.05063291139240506
1234,4,79,0.05063291139240506
1234,5,81,0.06172839506172839
1234,4,82,0.04878048780487805
1234,4,81,0.04938271604938271
1234,5,79,0.06329113924050633
1234,5,82,0.06097560975609756
1234,5,83,0.060240963855421686
1234,4,81,0.04938271604938271
1234,4,80,0.05
1234,5,84,0.05952380952380952
1234,4,83,0.04819277108433735
1234,5,81,0.06172839506172839
1234,5,79,0.06329113924050633
1234,4,81,0.04938271604938271
1234,4,85,0.047058823529411764
1234,5,82,0.06097560975609756
1234,6,80,0.075
1234,6,82,0.07317073170731707
1234,5,83,0.060240963855421686
1234,5,83,0.060240963855421686
1234,4,78,0.05128205128205128
1234,4,82,0.04878048780487805
1234,6,82,0.07317073170731707
1234,4,83,0.04819277108433735
1234,4,81,0.04938271604938271
1234,5,84,0.05952380952380952
1234,4,82,0.04878048780487805
1234,5,82,0.06097560975609756
1234,5,83,0.060240963855421686
1234,5,82,0.06097560975609756
1234,5,83,0.060240963855421686
1234,8,84,0.09523809523809523
1234,5,81,0.06172839506172839
1234,6,80,0.075
1234,5,80,0.0625
1234,4,83,0.04819277108433735
1234,5,80,0.0625
1234,5,84,0.05952380952380952
1234,5,85,0.058823529411764705
1234,5,83,0.060240963855421686
1234,5,84,0.05952380952380952
1234,5,79,0.06329113924050633
1234,5,80,0.0625
1234,5,85,0.058823529411764705
1234,4,84,0.047619047619047616
1234,5,84,0.05952380952380952
1234,5,80,0.0625
1234,5,80,0.0625
1234,6,83,0.07228915662650602
1234,5,85,0.058823529411764705
1234,5,81,0.06172839506172839
1234,7,86,0.08139534883720931
1234,6,82,0.07317073170731707
1234,5,83,0.060240963855421686
1234,5,81,0.06172839506172839
1234,5,83,0.060240963855421686
1234,4,84,0.047619047619047616
1234,4,80,0.05
1234,6,81,0.07407407407407407
1234,4,79,0.05063291139240506
1234,5,82,0.06097560975609756
1234,5,77,0.06493506493506493
1234,4,80,0.05
1234,5,83,0.060240963855421686
1234,4,85,0.047058823529411764
1234,5,79,0.06329113924050633
1234,5,82,0.06097560975609756
1234,5,82,0.06097560975609756
1234,5,83,0.060240963855421686
1234,5,84,0.05952380952380952
1234,4,80,0.05
1234,5,79,0.06329113924050633
1234,4,85,0.047058823529411764
1234,4,82,0.04878048780487805
1234,5,80,0.0625
1234,6,84,0.07142857142857142
1234,5,82,0.06097560975609756
1234,5,82,0.06097560975609756
1234,5,83,0.060240963855421686
1234,5,83,0.060240963855421686
1234,5,81,0.06172839506172839
1234,5,85,0.058823529411764705
1234,4,81,0.04938271604938271
1234,5,84,0.05952380952380952
1234,5,83,0.060240963855421686
1234,5,82,0.06097560975609756
1234,5,82,0.06097560975609756
1234,5,78,0.0641025641025641
1234,5,84,0.05952380952380952
1234,4,81,0.04938271604938271
1234,5,81,0.06172839506172839
1234,5,81,0.06172839506172839
1234,4,81,0.04938271604938271
1234,5,87,0.05747126436781609
1234,5,86,0.05813953488372093
1234,4,82,0.04878048780487805
1234,5,84,0.05952380952380952
1234,4,83,0.04819277108433735
1234,4,84,0.047619047619047616
1234,6,84,0.07142857142857142
1234,5,82,0.06097560975609756
1234,8,80,0.1
1234,4,83,0.04819277108433735
1234,6,81,0.07407407407407407
1234,5,85,0.058823529411764705
1234,7,83,0.08433734939759036
1234,8,80,0.1
1234,5,82,0.06097560975609756
1234,6,81,0.07407407407407407
1234,7,80,0.0875
1234,5,81,0.06172839506172839
1234,5,81,0.06172839506172839
1234,5,85,0.058823529411764705
1234,4,79,0.05063291139240506
1234,4,80,0.05
1234,5,80,0.0625
1234,5,81,0.06172839506172839
1234,4,81,0.04938271604938271
1234,4,84,0.047619047619047616
1234,6,83,0.07228915662650602
1234,5,83,0.060240963855421686
1234,6,83,0.07228915662650602
1234,5,80,0.0625
1234,4,81,0.04938271604938271
1234,5,85,0.058823529411764705
1234,6,80,0.075
1234,6,84,0.07142857142857142
1234,5,83,0.060240963855421686
1234,6,81,0.07407407407407407
1234,4,82,0.04878048780487805
1234,6,83,0.07228915662650602
1234,6,84,0.07142857142857142
1234,6,83,0.07228915662650602
1234,8,83,0.0963855421686747
1234,5,81,0.06172839506172839
1234,6,81,0.07407407407407407
1234,4,81,0.04938271604938271
1234,4,83,0.04819277108433735
1234,4,81,0.04938271604938271
1234,5,82,0.06097560975609756
1234,4,83,0.04819277108433735
1234,5,85,0.058823529411764705
1234,5,80,0.0625
1234,6,80,0.075
1234,5,83,0.060240963855421686
1234,8,83,0.0963855421686747
1234,5,83,0.060240963855421686
1234,5,83,0.060240963855421686
1234,4,85,0.047058823529411764
1234,5,80,0.0625
1234,4,83,0.04819277108433735
1234,4,84,0.047619047619047616
1234,4,82,0.04878048780487805
1234,5,85,0.058823529411764705
1234,5,79,0.06329113924050633
1234,5,81,0.06172839506172839
1234,5,79,0.06329113924050633
1234,5,84,0.05952380952380952
1234,4,85,0.047058823529411764
1234,5,83,0.060240963855421686
1234,5,83,0.060240963855421686
90,6,81,0.07407407407407407
90,7,80,0.0875
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,80,0.0875
90,7,82,0.08536585365853659
90,7,78,0.08974358974358974
90,7,84,0.08333333333333333
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,83,0.08433734939759036
90,7,81,0.08641975308641975
90,7,77,0.09090909090909091
90,7,82,0.08536585365853659
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,7,84,0.08333333333333333
90,7,80,0.0875
90,7,80,0.0875
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,82,0.08536585365853659
90,7,84,0.08333333333333333
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,76,0.09210526315789473
90,7,83,0.08433734939759036
90,7,84,0.08333333333333333
90,7,84,0.08333333333333333
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,7,84,0.08333333333333333
90,7,83,0.08433734939759036
90,7,82,0.08536585365853659
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,82,0.08536585365853659
90,8,81,0.09876543209876543
90,7,79,0.08860759493670886
90,7,80,0.0875
90,7,83,0.08433734939759036
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,7,85,0.08235294117647059
90,7,82,0.08536585365853659
90,8,79,0.10126582278481013
90,8,83,0.0963855421686747
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,85,0.08235294117647059
90,8,80,0.1
90,7,82,0.08536585365853659
90,7,80,0.0875
90,7,84,0.08333333333333333
90,8,80,0.1
90,7,81,0.08641975308641975
90,7,83,0.08433734939759036
90,7,78,0.08974358974358974
90,7,83,0.08433734939759036
90,7,82,0.08536585365853659
90,8,80,0.1
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,84,0.08333333333333333
90,7,83,0.08433734939759036
90,7,81,0.08641975308641975
90,7,84,0.08333333333333333
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,79,0.08860759493670886
90,8,78,0.10256410256410256
90,7,81,0.08641975308641975
90,7,78,0.08974358974358974
90,7,81,0.08641975308641975
90,8,81,0.09876543209876543
90,7,80,0.0875
90,8,82,0.0975609756097561
90,7,79,0.08860759493670886
90,7,77,0.09090909090909091
90,8,83,0.0963855421686747
90,7,84,0.08333333333333333
90,7,80,0.0875
90,7,82,0.08536585365853659
90,8,81,0.09876543209876543
90,7,79,0.08860759493670886
90,7,79,0.08860759493670886
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,79,0.08860759493670886
90,9,82,0.10975609756097561
90,8,81,0.09876543209876543
90,7,83,0.08433734939759036
90,7,82,0.08536585365853659
90,8,83,0.0963855421686747
90,7,79,0.08860759493670886
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,80,0.0875
90,8,80,0.1
90,7,80,0.0875
90,7,80,0.0875
90,7,80,0.0875
90,8,82,0.0975609756097561
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,7,84,0.08333333333333333
90,7,82,0.08536585365853659
90,7,86,0.08139534883720931
90,7,82,0.08536585365853659
90,7,78,0.08974358974358974
90,7,83,0.08433734939759036
90,7,83,0.08433734939759036
90,7,81,0.08641975308641975
90,8,82,0.0975609756097561
90,7,81,0.08641975308641975
90,7,83,0.08433734939759036
90,7,79,0.08860759493670886
90,7,80,0.0875
90,7,82,0.08536585365853659
90,7,80,0.0875
90,7,78,0.08974358974358974
90,7,80,0.0875
90,7,82,0.08536585365853659
90,8,80,0.1
90,7,82,0.08536585365853659
90,8,82,0.0975609756097561
90,7,83,0.08433734939759036
90,7,81,0.08641975308641975
90,9,83,0.10843373493975904
90,7,83,0.08433734939759036
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,7,78,0.08974358974358974
90,7,83,0.08433734939759036
90,7,85,0.08235294117647059
90,7,83,0.08433734939759036
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,8,82,0.0975609756097561
90,7,79,0.08860759493670886
90,8,81,0.09876543209876543
90,7,80,0.0875
90,7,82,0.08536585365853659
90,7,78,0.08974358974358974
90,8,79,0.10126582278481013
90,8,80,0.1
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,7,82,0.08536585365853659
90,8,79,0.10126582278481013
90,9,83,0.10843373493975904
90,7,79,0.08860759493670886
90,7,82,0.08536585365853659
90,8,80,0.1
90,7,82,0.08536585365853659
90,8,82,0.0975609756097561
90,7,80,0.0875
90,8,78,0.10256410256410256
90,7,81,0.08641975308641975
90,7,83,0.08433734939759036
90,7,83,0.08433734939759036
90,8,79,0.10126582278481013
90,7,82,0.08536585365853659
90,7,80,0.0875
90,7,84,0.08333333333333333
90,7,82,0.08536585365853659
90,7,79,0.08860759493670886
90,8,82,0.0975609756097561
90,7,80,0.0875
90,7,82,0.08536585365853659
90,7,84,0.08333333333333333
90,8,81,0.09876543209876543
90,9,83,0.10843373493975904
90,9,80,0.1125
90,9,80,0.1125
90,7,78,0.08974358974358974
90,7,81,0.08641975308641975
90,7,84,0.08333333333333333
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,79,0.08860759493670886
90,8,82,0.0975609756097561
90,7,83,0.08433734939759036
90,7,81,0.08641975308641975
90,8,82,0.0975609756097561
90,7,82,0.08536585365853659
90,7,80,0.0875
90,8,84,0.09523809523809523
90,7,81,0.08641975308641975
90,8,83,0.0963855421686747
90,7,83,0.08433734939759036
90,7,82,0.08536585365853659
90,7,84,0.08333333333333333
90,7,81,0.08641975308641975
90,7,80,0.0875
90,9,81,0.1111111111111111
90,9,81,0.1111111111111111
90,8,80,0.1
90,7,83,0.08433734939759036
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,81,0.08641975308641975
90,8,82,0.0975609756097561
90,7,83,0.08433734939759036
90,7,82,0.08536585365853659
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,8,81,0.09876543209876543
90,7,82,0.08536585365853659
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,8,83,0.0963855421686747
90,7,80,0.0875
90,7,83,0.08433734939759036
90,8,82,0.0975609756097561
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,85,0.08235294117647059
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,83,0.08433734939759036
90,7,80,0.0875
90,7,81,0.08641975308641975
90,9,80,0.1125
90,7,82,0.08536585365853659
90,7,82,0.08536585365853659
90,7,80,0.0875
90,7,81,0.08641975308641975
90,7,80,0.0875
90,9,80,0.1125
90,7,84,0.08333333333333333
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,7,82,0.08536585365853659
90,7,82,0.08536585365853659
90,7,79,0.08860759493670886
90,7,83,0.08433734939759036
90,7,83,0.08433734939759036
90,7,83,0.08433734939759036
90,9,79,0.11392405063291139
90,9,79,0.11392405063291139
90,7,80,0.0875
90,9,81,0.1111111111111111
90,7,83,0.08433734939759036
90,7,81,0.08641975308641975
90,7,83,0.08433734939759036
90,7,80,0.0875
90,8,77,0.1038961038961039
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,78,0.08974358974358974
90,7,83,0.08433734939759036
90,7,80,0.0875
90,7,79,0.08860759493670886
90,7,83,0.08433734939759036
90,8,84,0.09523809523809523
90,8,79,0.10126582278481013
90,7,77,0.09090909090909091
90,7,80,0.0875
90,7,80,0.0875
90,7,79,0.08860759493670886
90,8,84,0.09523809523809523
90,7,81,0.08641975308641975
90,8,83,0.0963855421686747
90,7,83,0.08433734939759036
90,8,82,0.0975609756097561
90,7,80,0.0875
90,8,83,0.0963855421686747
90,7,81,0.08641975308641975
90,8,78,0.10256410256410256
90,7,81,0.08641975308641975
90,8,79,0.10126582278481013
90,8,83,0.0963855421686747
90,7,82,0.08536585365853659
90,7,80,0.0875
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,81,0.08641975308641975
90,7,84,0.08333333333333333
90,9,83,0.10843373493975904
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,8,81,0.09876543209876543
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,83,0.08433734939759036
90,7,81,0.08641975308641975
90,8,82,0.0975609756097561
90,7,79,0.08860759493670886
90,7,82,0.08536585365853659
90,7,82,0.08536585365853659
90,7,80,0.0875
90,7,80,0.0875
90,7,79,0.08860759493670886
90,7,84,0.08333333333333333
90,7,84,0.08333333333333333
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,80,0.0875
90,8,80,0.1
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,7,83,0.08433734939759036
90,7,84,0.08333333333333333
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,7,83,0.08433734939759036
90,9,84,0.10714285714285714
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,84,0.08333333333333333
90,7,82,0.08536585365853659
90,7,82,0.08536585365853659
90,8,76,0.10526315789473684
90,7,79,0.08860759493670886
90,7,81,0.08641975308641975
90,7,83,0.08433734939759036
90,9,82,0.10975609756097561
90,8,81,0.09876543209876543
90,8,80,0.1
90,8,83,0.0963855421686747
90,7,83,0.08433734939759036
90,9,80,0.1125
90,7,83,0.08433734939759036
90,8,79,0.10126582278481013
90,7,82,0.08536585365853659
90,7,78,0.08974358974358974
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,7,80,0.0875
90,9,80,0.1125
90,8,78,0.10256410256410256
90,7,81,0.08641975308641975
90,9,81,0.1111111111111111
90,7,78,0.08974358974358974
90,7,83,0.08433734939759036
90,10,80,0.125
90,9,82,0.10975609756097561
90,8,83,0.0963855421686747
90,7,80,0.0875
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,81,0.08641975308641975
90,7,81,0.08641975308641975
90,7,82,0.08536585365853659
90,9,82,0.10975609756097561
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,83,0.08433734939759036
90,9,81,0.1111111111111111
90,7,87,0.08045977011494253
90,7,83,0.08433734939759036
90,8,80,0.1
90,8,82,0.0975609756097561
90,8,80,0.1
90,7,82,0.08536585365853659
90,7,79,0.08860759493670886
90,8,82,0.0975609756097561
90,8,81,0.09876543209876543
90,9,80,0.1125
90,8,80,0.1
90,10,81,0.12345679012345678
90,7,80,0.0875
90,7,81,0.08641975308641975
90,7,80,0.0875
90,7,82,0.08536585365853659
90,7,81,0.08641975308641975
90,8,79,0.10126582278481013
90,7,80,0.0875
90,7,81,0.08641975308641975
90,7,78,0.08974358974358974
90,7,80,0.0875
90,8,81,0.09876543209876543
90,8,81,0.09876543209876543
90,7,83,0.08433734939759036
90,9,80,0.1125
90,7,80,0.0875
90,8,80,0.1
90,7,83,0.08433734939759036
90,7,82,0.08536585365853659
90,7,82,0.08536585365853659
90,7,80,0.0875
90,8,81,0.09876543209876543
90,7,79,0.08860759493670886
90,8,80,0.1
90,9,80,0.1125
90,7,80,0.0875
90,7,79,0.08860759493670886
90,9,81,0.1111111111111111
90,8,79,0.10126582278481013
90,7,80,0.0875
90,7,79,0.08860759493670886
90,8,80,0.1
90,7,82,0.08536585365853659
90,8,79,0.10126582278481013
90,7,81,0.08641975308641975
90,7,78,0.08974358974358974
90,9,81,0.1111111111111111
90,7,82,0.08536585365853659
90,7,80,0.0875
90,8,83,0.0963855421686747
90,8,84,0.09523809523809523
90,8,80,0.1
90,7,81,0.08641975308641975
90,10,81,0.12345679012345678
90,8,83,0.0963855421686747
90,7,78,0.08974358974358974
90,7,83,0.08433734939759036
90,8,83,0.0963855421686747
90,9,83,0.10843373493975904
90,8,86,0.09302325581395349
90,8,82,0.0975609756097561
90,7,79,0.08860759493670886
